# salmonsen/2/2/Articles.lst
#
index|Titel og indhold|0001 0003
|Aurangseb|0409
|Aurantia|0409
|aura popularis|0410
|Auray|0410
|Aurdal, nordre|0410
|Aurdal, søndre|0410
|Aure|0410
|aurea mediocritas|0410
|Aurelianus, Lucius Domitius|0410-0411
|auriga|0411
|Aurelius, Marcus|0411
|Aurelius, Victor|0411
|Aurelle de Paladines, d'|0411
|aureole|0411
|Aureolus, Gajus|0411
|Aures-Bjergene|0411
|Aureus|0411
|au revoir|0411
|Auri- og Auroforbindelser|0411
|Aurich|0411
|Aurichalcit|0411
|Aurichalcum|0411
|Auricula|0411
|Auriculariaceæ|0411
|auriga|0411-0412
|Auriga (astron.), se Kusken|0412
|Aurignac|0412
|Aurijodid, se Guldjodid|0412
|Aurikel, se Primula|0412
|Aurillac|0412
|Aurln, se Fenylfarvestoffer|0412
|Auriol|0412
|Auripigment|0412
|auri sacra fames|0412
|Aurland|0412
|Aurobronid, se Guldmonobromid|0412
|Aurocyanid, se Gujdmonocyanid|0412
|Auro-Kalium cyanatum, d. s. s. Kaliumguldcyanid, se Guldtricyanid|0412
|Auro-Natrium chloratum, d. s. s. Natriumguldklorid, se Guldklorider|0412
|Auronzo|0412
|Aurora, se Eos|0412
|Aurora|0412
|aurora australis, d. s. s. Sydlys|0412
|aurora borealis, d. s. s. Nordlys|0412
|Aurora Musis amica|0412
|Auroraolie|0412
|Aursund Sjø|0412
|aurum|0413
|A. u. s., Fork. af Actum ut supra (se actum).|0413
|Ausbruch|0413
|Auschwitz|0413
|Auskultant|0413
|Auskultation|0413
|Auslese, d. s. s. Ausbruch|0413
|a uso|0413-0414
|Ausoner|0414
|Ausonius|0414
|Auspicier, se auspicium|0414
|auspicium|0414
|Aussee|0414
|Aussig|0414
|Austen, Jane, eng. Romanforfatterinde (1775-1817)|0414
|Austen, William, eng. Metalstøber fra 15. Aarh|0414
|auster|0414
|Austerlitz|0414-0415
|Austevold|0415
|Austfirðingafjorðungur|0415
|Austfirðir|0415
|Austin|0415
|Austin, Alfred, eng. Digter og Kritiker (1835-1913)|0415
|Austin, Horatio Thomas, britisk Søofficer (1801-1865)|0415-0416
|Austin, John, eng. Jurist (1790-1859)|0416
|Austraat Gaard|0416
|Australen|0416
|Australien|0416-0437
|Australlys (Sydlys), se Nordlys|0437
|Australnegre|0437
|Australocean, d. s. s. Sydhavet eller det stille Hav|0437
|australske Bugt|0437
|australske Sprog|0437-0438
|Australøerne, se Tubuai|0438
|Austrasien|0438
|Austrheim|0438
|Austria, lat. Betegnelse for Østerrig|0438
|Austrien, se Austrasien|0438
|Austrvegr|0438
|Autark (gr.), Selvhersker, Autokrat|0438
|Autarki|0438
|aut-aut (lat.), »enten-eller«|0438
|Autbert, se Ansgar|0438
|aut Cæsar aut nihil|0438
|Autenti|0438
|Autenticitet|0438
|autentisere|0438
|autentisk|0438
|autentiske Tonarter|0438
|autentisk Fortolkning|0438-0439
|Auteuil|0439
|Authentica|0439
|Authenticum|0439
|Authenticæ|0439
|Auto|0439-0440
|Autobasidiomycetes|0440
|Autobiografi|0440
|autochthone|0440
|Autochtoner|0440
|Autodafe|0440
|Autodidakt|0440
|autodynamisk|0440
|Autofoni|0440
|Autogami|0440
|autogen|0440
|autogen Svejsning|0440-0441
|Autograf|0441
|Autografi|0441
|Autografsamlinger|0441-0446
|Autohypnose|0446
|Autoinfektion|0446
|Autoinokulation|0446
|Autointoksikation|0446
|autokefal|0446
|Autoklav|0446-0447
|Autokrat|0447
|Autokrati|0447
|Autokritik|0447
|Autokromplader|0447
|Autolaryngoskopi|0447
|Autolykos, Mestertyven bl. de gr. Heroer|0447
|Autolykos, gr. Astronom og Matematiker fra Pitane i Æolien, levede omkr. 310 f. Kr.|0447
|Autolyse|0447
|Automachi|0447
|Automat|0447
|automatisk|0447
|automatiske Musikværker|0447
|automatisk Telegrafsystem|0447
|Automedon|0448
|Automobil|0448
|Autonoë|0448
|Autonomi|0448
|Autonomi|0448
|Autonomister|0448
|Autonommønter|0448
|Autoplastik|0448
|Autopsi|0448
|Autor|0448
|Autorisation|0448
|Autoritet|0448
|Autos, se Auto|0448
|autos epha|0448
|Autoseroterapi|0448
|Autoskopi|0449
|Autotomi|0449
|Autotypu|0449
|Autotypi|0449
|Autovaccination|0449
|Autran, Joseph, fr. Digter|0449
|Autumnus|0449
|Autun|0449
|autøcisk|0449
|Auvergne|0449-0450
|Auvergne Kvæg|0450
|Auvernat|0450
|Auwers, Georg Friedrich Julius Arthur, tysk Astronom, f. 1838|0450
|Auxanometer|0450
|aux armes|0450
|Auxerre|0450
|Auxerrevin|0450
|auxllium|0450
|auxiliær|0450
|Auxiliærmaskine|0450
|Auxiliærtropper|0450
|Auxois|0450
|Auxokromer|0450-0451
|Auxometer|0451
|Auxonne|0451
|Ava|0451
|Avaji|0451
|Avakumovic|0451
|Aval|0451
|Avaldsnes|0451
|avalere|0452
|Avallon|0452
|Avalon|0452
|Avalon|0452
|Avalos|0452
|Avaløerne|0452
|Avance|0452
|Avancement|0452
|avancere|0452
|avant-corps|0452
|avant-duc|0452
|Avantgarde|0452-0453
|avant la lettre|0453
|Avantscene|0453
|Avanturin|0453
|Avanturinglas|0453
|Avanzi|0453
|Avarer|0453-0454
|Avarien|0454
|Avasaxa, se Aavasaksa|0454
|Avatara|0454
|Avatscha|0454
|Avaux, d' Claude de Mesmes, Greve, fr. Diplomat (1595-1650)|0454
|Avdjejev, Michail Vasiljevitsch, russ. Romanforfatter (1821-1876)|0454
|Avdp.|0454
|ave|0454
|Ave, se Ave Maria|0454
|Avebury, se Lubbock|0454
|Avebury|0454-0455
|ave Cæsar, morituri te salutant|0455
|Aveiro, By i Portugal|0455
|Aveiro, Dom José de Mascarenhase Lancaster de, portugisisk Konspirator (1708-59)|0455
|Avé-Lallemant|0455
|Avellaneda, Alonso Fernández de|0455
|Avellaneda, Gertrudis Gómez de, sp. Digterinde, 1816-1873|0455
|Avellaneda, Nicolas, argentinsk Statsmand (1836-1885)|0455-0456
|Avellino, Prov. i det sydital. Landskab Campanien|0456
|Avellino, en ital. Vin fra Provinsen Avellino|0456
|Ave Maria|0456
|Avempace, se Ibn Badja|0456
|Avena, se Havre|0456
|Avenarius, Ferdinand, tysk Forf., f. 1856|0456
|Avenarius, Richard, tysk Filosof (1843-96)|0456
|Avenches|0456
|Avenel, Georges d', fr. Historiker, f. 1855|0456
|Avenel, Paul, fr. Digter, f. 1823|0456-0457
|Avenin|0457
|Aventiner-Bjerget|0457
|Aventinus, Johannes, egl. Turmair, Historiker og Humanist (1477-1534)|0457
|Aventurhandel, se Grosaventurhandel|0457
|aventurier|0457
|Aventurin, se Avanturin|0457
|avenue|0457
|Avenza, By i Mellemitalien|0457
|Avenzoar (Abu Merwan Ibn Zohr), arab. Læge (1113-62)|0457
|a verbis ad verbera|0457
|Averkijev, Dmítrij Vasíljevitsch, russ. dram. Forf. (1836-1905)|0457
|Averlino, se Filarete|0457
|Avernakø|0457
|Avernersø|0457-0458
|Avernus, se Avernersø|0458
|Averrhoa L.|0458
|Averroës, Ibn-Roschd, arab. Filosof og Læge (1126-98)|0458
|Avers|0458
|Aversalsum, se Aversionalsum|0458
|Averserdalen|0458
|Aversion|0458
|Aversionalkvantum, se Aversionalsum|0458
|Aversionalsum|0458
|Averssum, se Aversionalsum|0458
|avertere|0458
|Avertissement|0458
|Avertissementskommando|0458
|Avertissementspost, se Sikringstjeneste|0458
|Aves (Fugleøerne)|0458-0459
|Avesnes|0459
|Avesta, se Zendavesta|0459
|Avesta, Købstad i det svenske Landskab Dalarne|0459
|Aveyron|0459
|Avezac de Castera Macaya, Marie Armand Pascal d', fr. Geograf (1800-1875)|0459
|Avezzana, Giuseppe, ital. General og Politiker (1789-1879)|0459
|Avezzano, By i Mellemitalien|0459
|Avianus|0459
|aviarium|0459
|Aviation|0459
|Avicebron, se Ibn Gebirol|0459
|Avicenna (Ibn-Sina), arabisk Læge og Filosof (980-1037)|0459-0460
|Avicennia L.|0460
|Avicula, se Perlemusling|0460
|avid|0460
|Aviditet|0460
|Avidius, Cassius, rom. Feltherre|0460
|Avienus, Rufius Festus, fornem Romer|0460
|Avigliano, By i Syditalien|0460
|Avignon, By i det sydøstlige Frankrig|0460-0461
|Avignonkorn (Gulbær), se Rhamnus|0461
|Avila, Provins i det mellemste Spanien|0461
|Avila, Gil Gonzales de, sp. Historiker (1577-1658)|0461
|Avila, Sancho de, sp. Feltherre, d. 1579|0461
|Avila, Hernando de, sp. Maler og Billedhugger, d. 1596|0461
|Avila y Zúñiga, Don Luiz de, sp. Diplomat og Historieskriver, f. c. 1490|0461
|Avilés, By i det nordlige Spanien|0461
|Avindskjold|0461-0462
|avis|0462
|Avis|0462
|Avisand|0462
|avis au lecteur|0462
|Aviser|0462-0464
|avisere, d. s. s. advisere, se Advis|0464
|Aviso|0464
|Avisoveksel|0464
|a vista (a prima vista)|0464
|Avistaveksel|0464
|Avitus, M. Maecilius, en indfødt Galler|0464
|Aviz, By i Portugal|0464
|Avize|0464
|Avizorden|0464
|Avlona, By i Albanien|0464
|Avlsbrug|0464
|Avlsbygninger|0464
|Avlsdyr, se Husdyravl|0464
|Avisløb|0464
|Avlsplanter, se Kulturplanter|0464
|Avlum|0464
|Avn|0464-0467
|Avnbøg, d. s. s. Avn|0467
|Avne|0467
|Avneblomstrede|0467
|Avneknippe|0467
|Avning|0467
|Avnsbjerg|0467
|Avocatorium|0467
|Avogadro, Amedeo, ital. Fysiker (1776 -1856)|0467-0468
|Avogadro's Lov|0468
|Avogashima|0468
|Avogatotræ,|0468
|avoir|0468
|Avoirdupois|0468
|Avola, Havnestad paa Øen Sicilien|0468
|Avomori, se Aomori|0468
|Avon|0468
|Avoué|0468-0469
|à vous|0469
|Avranches|0469
|Avrangabad, d. s. s. Aurangabad|0469
|Avrigny, Hyacinthe Robillard d', fr. Historiker og Jesuit (1675-1719)|0469
|Avril, 1) Jean Jacques, fr. Kobberstikker (1744-1831)|0469
|Avril, 2) Jean Jacques d. Y. (1771-1835)|0469
|Avsumgaard|0469
|à vue|0469
|Avunculat|0469
|Awe|0469
|Ax, se Ax-les-Thermes|0469
|Axarfjörður|0469
|Axel Heiberg's Land|0469
|Axelsen, Cort (1564-1624)|0469-0470
|Axelson, Axel, sv. Maler (1854-1892)|0470
|Axenberg|0470
|Axentowicz, Theodor, polsk Maler, f. 1859|0470
|Axevall|0470
|Axevalla Hede|0470
|axilla|0470
|Axillarfjer|0470
|Axim|0470
|Axin, se Age|0470
|Axinit|0470
|Axiopisti, se Autenti|0470
|Axis|0470
|Axishjort, se Hjorte|0470
|Ax-les-Thermes|0470
|Axminster|0470
|Axminstertæpper|0470
|Axolotl, se Salamandre|0471
|Axonometri|0471
|Axtorna, By i Könige Sogn, Faurås Herred i Halland|0471
|Axum|0471-0472
|Axungia|0472
|Ay|0472
|Aya, se Ajo|0472
|Ayacucho|0472
|Ayala, Adelardo López de, sp. Dramatiker og Politiker (1828-1879)|0472
|Ayala, Pedro López de, sp. Statsmand og Historiker (1332-1407)|0472
|Ayamonte, By i Sydspanien|0472
|Ayasulugh|0472
|Aye-Aye, se Ai-Ai|0472
|Aylesbury|0472
|Aylesbury-Ænder, se Ænder|0473
|Aymara|0473
|Aymestrykalk|0473
|Ayo, se Ajo|0473
|Ayr|0473
|Ayrer, Jacob, tysk Dramatiker, d. 1605|0473
|Ayritræ|0473
|Ayrshire-Kvæg, se Kvægraser|0473
|Ayton, se Aytoun|0473
|Aytoun, Sir Robert, skots Digter (1570-1638)|0473
|Aytoun, William Edmondstoune, eng. Digter (1813-1865)|0473-0474
|Ayuntamiento|0474
|Ayuso, Francisco García, sp. Sprogmand (1835-1897)|0474
|Ayuthia, se Ajuthia|0474
|Az, se Kvælstof|0474
|Azaffi, se Asfi|0474
|Azalea L.|0474
|Azalein, se Rosanilin|0474
|Azamgarh|0474
|Azara, 1) Don Felix de, sp. Naturforsker (1746-1811)|0474
|Azara, 2) Don José Nicolas de, sp. Diplomat (1731-1804)|0474
|Azarin|0474-0475
|Azarja, se Uzzija|0475
|Azaroltræ, se Mespilus|0475
|Azazel|0475
|Azeglio, d', Massimo Taparelli, Marchese, ital. Statsmand, Forf. og Kunstner (1798-1866)|0475
|Azeglio, d', Roberto Taparelli, Marchese, ital. Kunsthistoriker (1790-1862)|0475
|Azeka, By i Juda|0475
|Azelainsyre|0475
|Azevedo, se Alvares de A.|0475
|Azharot|0475
|Azimut|0475-0476
|Azimutalkvadrant|0476
|Azincourt|0476
|Azobenzol|0476
|Azofarvestoffer|0476
|Azoforbindelser, se Diazoforbindelser|0476
|Azogues|0476
|Azoimid|0476-0477
|azoiske Dannelser|0477
|Azolla|0477
|Azo-orseillin|0477
|Azoospermi|0477
|Azorerne|0477-0478
|Azorin, se Martínez Ruíz, J.|0478
|Azorit|0478
|Azorubin|0478
|Azotobacter|0478-0479
|Azoturi|0479
|Azpeitia|0479
|Azteker|0479-0480
|Azuay, se Assuay|0480
|Azul , By i Argentina|0480
|Azulejos|0480
|Azuma|0480
|Azur|0480
|Azurit|0480
|Azurspat, d. s. s. Lazulit|0480
|azygisk|0480
|Azymitter|0480
#
-|<h2>B</h2>|
#
|B|0481
|Ba|0481
|Bååth, Albert Ulrik, sv. Digter (1853-1912)|0481
|Bååth-Holmberg, Cecilia, sv. Forfatterinde, f. 1857|0481-0482
|Baad|0482-0483
|Baad, Abraham Brodersen|0483
|Baadben, se Fod og Haand|0483
|Baade, Knud Andreassen, norsk Maler (1808-1879)|0483-0484
|Baadebord|0484
|Baader, Benedict Franz Xaver von, tysk Filosof (1765-1841)|0484
|Baadfugl (Hvid Vipstjært), se Vipstjærter|0484
|Baadlav|0484
|Baadnæb, se Hejrer|0484
|Baadsfjord|0484
|Baadshage|0484
|Baadsklamper|0484
|Baadsmand|0484
|Baadsmandspibe|0484
|Baadsmandsstol|0484
|Baag, Herred i Fyn|0484-0485
|Baagø|0485
|Baagøe, Carl Emil, dansk Marinemaler (1829-1902)|0485
|Baagøe, Christoffer, dansk Højskolemand (1836- )|0485
|Båhus, se Bohus|0485
|Baake|0485
|Ba'al|0485-0486
|Ba'alat|0486
|Baalbek|0486-0487
|Baals Revier|0488
|Ba'alstjeneste|0488
|Baalstraf|0488
|Ba'al Zebub, se Be'el-Zebub|0488
|Baan, Jan, d. s. s. Baen|0488
|Baand (Ligamenta)|0488
|Baand, i Arkitekturen|0488
|Baand, i Tømmer- og Jernkonstruktioner|0488
|Baand-Akanthus|0488
|baanddannet|0488
|Baandfinke, se Amandiner|0488
|Baandfisk|0488-0491
# plansch: BAAND I DET MENNESKELIGE LEGEME
|Baandgræs, se Rørgræs|0491
|Baandhage|0491
|Baandjaspis, se Jaspis|0491
|Baandjern|0491
|Baandkniv|0491
|Baandkæde|0491
|Baandkæppe|0491
|Baandlæggelse|0491
|Baandmaal|0491-0492
|Baandmølle, se Baandvæveri|0492
|Baandpil|0492
|Baandsav|0492
|Baandslyng|0492
|Baandstaal|0493
|Baandtove, se Gjorde|0493
|Baandvæveri|0493
|Baar, et ufrugtbart Plateau i det sydlige Baden|0493
|Baar, Landsby i schweizisk Kanton Zug|0493
|Baardsøn (Bardsen, Bere), Ivar, norsk Præst|0493
|Baare|0493
|Baareprøve ell. Baareret (jus feretri ell. jus cruentationis)|0493-0494
|Baaringvig|0494
|Baarse, Herred paa Sjælland|0494
|Baas, se Spiltov|0494
|Baasmo, se Mo, Herred|0494
|Båstad, i den sv. Prov. Skåne|0494
|Baaszen|0494
|Baat (ell. Baad), norsk Adelsslægt|0494
|Bab|0494
|Bab, pers. Sektstifter, se Babier|0494
|Baba (tyrk.), »Fader«|0495
|Baba, Pas over Heri Rud Bjergene i det nordvestlige Afghanistan|0495
|Baba, et Slags Bagværk af Gærdejg|0495
|Babadag, By i Rumænien|0495
|Babar, Erobrer, d. s. s. Baber|0495
|Babar Øer, d, s. s. Baber, se Sydvestøerne|0495
|Babbage, Benjamin Hershell, eng. Ingeniør og Forskningsrejsende (1815-1878)|0495
|Babbage, Charles, eng. Matematiker og Mekaniker (1792-1871)|0495
|Babbitis Metal|0495
|Babel|0495
|Babel, William, eng. Klavervirtuos, (c. 1690-1722)|0495
|Babelkvarts|0495
|Bab el Mandeb (Taareporten)|0495
|Babelon, Ernest, fr. Arkæolog, (1854- )|0495
|Babelsberg|0495
|Babelstaarnet|0495-0496
|Babelthouap|0496
|Baber, egl. Zahir-ed-din Muhammed|0496
|Baber, Øgruppe ved Østspidsen af Timor, se Sydvestøerne.|0496
|Babes, Victor, Professor i patologisk Anatomi og Bakteriologi (1854- )|0496
|Babesia, se Texasfeber|0496
|Babeuf, Francois Noël, kaldet Gracchus B., Kommunist, (1760-1797)|0496
|Babragora, se Beskiderne|0496
|Babian, se Bavian|0496
|Babier, Tilhængerne af Babismen|0496-0497
|Babiner|0497
|Babinet, Jacques, fr. Fysiker (1794-1872)|0497
|Babinet's Punkt|0497
|Babington, Antony (1561-86), en ung kat. eng. Adelsmand|0497
|Babingtonit, se Pyroxengruppen|0497
|Babinske Republik|0497
|Bab-Iskender, se Babel-Mandeb|0497
|Babisme, se Babier|0497
|Bablah|0497-0498
|Bábolna|0498
|Babool, se Bablah|0498
|Babrios (ell. Babrius), gr. Fabeldigter, sandsynligvis i 3. Aarh. e. Kr.|0498
|Bab-Sudan, se Agadir|0498
|Babuin, se Bavianer|0498
|Babula, se Bablah|0498
|Babulgummi|0498
|Babur, d. s. s. Baber|0498
|Babusch|0498
|Babuyaner, Babuyan-Øer|0498
|baby|0498
|Babylon, gr.-rom. Navn paa den i Oldtiden folkerige og blomstrende Stad ved Eufrat|0498-0500
|Babylon, kaldes af Grækere og Romere en By ved Nilen nær Gammel-Kairo|0500
|Babylonien|0500-0505
|babylonske Cylindre|0505
|babylonsk Eksil, d. s. s. babylonsk Fangenskab|0505
|babylonske Taarn, d. s. s. Babelstaarnet|0505
|babylonsk Fangenskab|0505-0506
|babylonsk Kunst|0506-0507
|babylonsk Religion|0507
|babylonsk Ret|0507-0509
|babylonsk Skrift og Litteratur|0509-0510
|babylonsk Syndflodshistorie|0510
|Babyrussa, se Svin|0510
|Baccalaos|0510
|Baccalaria, se Baccalaureus|0510
|Baccalaureus|0510
|Baccanarister|0511
|Baccarat, By i det fr. Dept Meurthe-et-Moselle|0511
|baccarat, fr. Hasardspil|0511
|Baccarini, Alfredo, ital. Minister (1828-90)|0511
|Baccelli, Guido, ital. Læge og Politiker, (1832-1856)|0511
|Bacchanalia|0511
|Bacchiacca, se Ubertini|0511
|Bacchiglione|0511
|Bacchius sen., gr. Musikforfatter, 4. Aarh. e. Kr.|0511
|bacchius,|0511
|Bacchus, se Dionysos|0511
|Bacchylides, gr. Digter, omtr. 520-460 f. Kr.|0511
|Baccini, Ida, italiensk Forfatterinde og Pædagog (1850-1911)|0511-0512
|Baccio, se Baldini|0512
|Bacciocchi, 1) Elisa, Napoleon's Søster (1777-1820)|0512
|Bacciocchi, 2) Felice Pasquale (1762-1841)|0512
|Baccio d'Agnolo, se Agnolo|0512
|Baccio della Porta, se Bartolommeo|0512
|Bach|0512
|Bach 1) Johann Christoph (1642-1703)|0512
|Bach 2) Johann Michael (1648-1694)|0512
|Bach 3) Johann Bernhard (1676-1749)|0512
|Bach 4) Johann Ludwig (1677-1741)|0512
|Bach 5) Johann Sebastian (1685-1750)|0512-0514
|Bach 6) Johan Christian (1735-1782)|0514
|Bach 7) Johan Christof Friederich (1732-95)|0514
|Bach 8) Karl Philip Emanuel (1714-1788)|0514
|Bach 9) Wilhelm Friedemann (1710-84)|0514
|Bach, Alexander, Østerrigsk Statsmand (1811-1893)|0514-0515
|Bacharach|0515
|Bacharieh, se Baharijeh|0515
|Bache, Lars, dansk Sømand (1771-1809)|0515
|Bache, Niels, hist. Forf. (1841-1895)|0515
|Bache, Otto, dansk Maler (1839- )|0515-0516
|bachelier, se Baccalaureus|0516
|Bachelier, Jean Jacques, fr. Maler (1724-1806)|0516
|Bachelier, Nicolas, fr. Arkitekt og Billedhugger (c. 1485-e. 1566)|0516
|Bachelin, Auguste, schweizisk Maler (1830-1890)|0516
|Bachelor, se Baccalaureus|0516
|Bacher, Wilhelm, ung. jødisk Teolog og Orientalist (1850-1891)|0516
|Bacherbjergene|0516
|Bachet de Méziriac, fr. Matematiker (1587-1638)|0516
|Bachke, norsk Familie|0516
|Bachke 1) Ole Andreas B., norsk Jurist og Politiker (1830-1890)|0516-0517
|Bachke 2) Anton Sophus B., Bjergmester (1836- )|0517
|Bachke 3) Halvard Huitfeldt B., norsk Diplomat (1873- )|0517
|Bachmann, Adolf, Østerrigsk Historiker (1849- )|0517
|Bachmut|0517
|Bachofen, Johann Jakob, schweizisk Retsforsker (1815- )|0517
|Bachrich, Sigismund, ungarsk Musiker (1841-1913)|0517
|Bachtegan|0518
|Bachtijarer|0518
|Bachur|0518
|Bacil, se Bakterier|0518
|Bacilbærere|0518-0519
|Back, Sir George, eng. Admiral og arktisk Søfarer (1796-1878)|0519
|Backer, Adriaen, holl. Maler (1636[?]-84)|0519
|Backer, Harriet, norsk Malerinde (1845- )|0519
|Backer, Jakob, holl. Maler (1608/9-1651)|0519-0520
|Backer-Grøndahl, A., se Grøndahl|0520
|Backfisch|0520
|Backhuysen (Backhuisen, Backhui(y)zen), Ludolf, holl. Sømaler og Raderer (1631-1708)|0520
|Backlund, Johan Oscar, sv. Astronom (1846- )|0520
|Backnang, By i Württemberg|0520
|Back River|0520
|Backwardation, se Deport|0520
|Backwoods|0520
|Bacler d'Albe, Louis Albert Ghislain, Baron, fr. Kartograf og Maler (1761-1824)|0520
|Bacninh, By i Tonkin|0520
|Baco, af Verulam, d. s. s. Bacon, F.|0520
|bacon|0520-0521
|Bacon, Delia, amer. Forfatterinde (1811-59)|0521
|Bacon, Francis, eng. Filosof og Statsmand (1561-1626)|0521-0522
|Bacon, John, engelsk Billedhugger (1740-99)|0522
|Bacon, 1) Nicholas, Sir, eng. Statsmand (1509-79)|0522
|Bacon, 2) Anthony (1558-1601)|0522-0523
|Bacon, Roger, eng. Filosof (c. 1214 - c. 1294)|0523
|Bacquehem, Ollivier, Markis, østerrigsk Statsmand (1847- )|0523-0524
|Bács-Bodrog|0524
|Bactris|0524
|Baculard d'Arnaud, François, fr. Forf. (1718-1805)|0524
|Baculites|0524
|baculus|0524
|Bacup, By i det eng. Grevskab Lancashire|0524
|Bad|0524-0530
|Bad, kem.|0530
|Badachschan|0530
|Badagar, se Toda|0530
|Badagri|0530
|Badajoz, Prov. i det sydvestlige Spanien|0530
|Badajoz, Juan de, sp. Arkitekt i 1. Halvdel af 16. Aarh.|0530
|Badalocchio, Sisto, se Rosa|0530
|Badalona|0530
|Badarayana ell. Vyasa, indisk Filosof fra ubekendt Tid|0530
|Baddeleyit|0530
|Badeanstalter, se Bad|0530
|Badekar, se Bad|0530
|Badekur, se Bad|0530
|Badelundsåsen|0530-0531
|Baden, Storhertugdømme i det sydvestlige Tyskland|0531-0534
|Baden ell. Baden-Baden|0534
|Baden (bei Zürich), i Kanton Aargau|0534-0535
|Baden (ved Wien), By og bekendt Badested i Ærkehertugdømmet Nedre-Østerrig|0535
|Baden, Gustav Ludvig, Historiker (1764-1840)|0535
|Baden, Hans Lauridsen, dansk Admiral (- 1566)|0535
|Baden, Jacob, Filolog og Kritiker (1735-1804)|0535-0536
|Baden, Torkil, dansk Landmand (1734-1805)|0536
|Baden, Torkil, Filolog og Kunsthistoriker (1765-1849)|0536
|Baden-Baden, se Baden|0536
|Badeni, Kazimierz, Greve, østerrigsk Statsmand (1846-1909)|0536
|Baden-Lagene|0536
|Baden-Powell, George Smyth, Sir, eng. Kolonialpolitiker og Socialøkonom (1847-98)|0536
|Baden-Powell, Robert Stephenson Smyth, eng. General, f. 1857|0536
|Badenweiler, Landsby og Badested|0536-0537
|Badeovn|0537
|Bader|0537
|Bader, Clarisse, fr. Forfatterinde (1840-1902)|0537
|Badested, se Bad|0537
|Badia|0537
|Badianfrø, se Stjerneanis|0537
|Badinguet|0537
|Badong, Malajstat|0537
|Badrinath, Valfartssted i britisk Ostindien,|0537
|Badskær (Badsker) ell. Bartskær, d. v. s. Barbér (se Amtsbarber og Bader)|0537
|Badstrup-Taarnet|0537
|Badstue|0537
|Badstue-Rev, Store Bælt|0538
|Badus, Bjerg, se St Gotthard|0538
|Badutspring|0538
|Bael, Belanødder, Modjabær|0538
|Baen, Jan de, holl. Portrætmaler (1633-1702)|0538
|Baena, By i Sydspanien|0538
|Baer, Karl Ernst v., russ. Zoolog (1792-1876)|0538
|Baertsoen, Albert, belgisk Maler og Raderer (1866- )|0538
|Baesa|0538
|Baeza, By i Nordspanien|0538
|Baffetas|0538
|Baffi, Vincenzo, ital. Digter, (1832- )|0538-0539
|Baffin, William, eng. Søfarer og arktisk Opdager ( -1622)|0539
|Baffinbay (ogsaa Bylot eller Bilellbay)|0539
|Baffinsland, se Nordpolarlande|0539
|Baffo ell. Ktima|0539
|Baffometi figura|0539
|Bafing, en af Senegals (s. d.) Kildefloder|0539
|Bafioter, Negerstamme, se Kabinda|0539
|Bafoulabe, By i den fr. Koloni Senegambien i Vestafrika|0539
|bag, eng. Ord for Sæk|0539
|Bagadetter, se Duer|0539
|Bagage|0539
|Bagagekarre|0539
|Bagagekøkkenvogn|0539
|Bagagetrain, se Train.|0539
|Bagalkhand-Territorierne, Landskab i Centralindien|0539
|Bagalpur (Bhagalpur, Bhaugulpore)|0539-0540
|Bagamoyo, Havnestad i Tysk-Østafrika|0540
|Bagasse, se Sukker|0540
|Bagatel|0540
|Bagauderne|0540
|Bagbord|0540
|Bagdad (Baghdad) (i Middelalderen stundom kaldet Baldach), Hovedstad i den tyrk. Prov. B.|0540-0541
|Bagdad-Banen|0541
|Bagdalin|0541
|Bagdækning|0541
|Bageevne|0541-0542
|Bagehot, Walter, eng. økonomisk og politisk Forf. (1826-1877)|0542
|Bagelen, Baghelen, paa Java|0542
|Bagenkop Havn|0542
|Bagepulver, se Brød|0542
|Bager, Oluf Nielsen, dansk Handelsmand (1521-1602)|0542
|Bageri|0542
|Bagerovn, se Brød|0542
|Bagflikke|0542
|Bagfoden|0542
|Baggara|0542-0543
|Bagge ell. Norrbagge|0543
|Bagge, Jacob, sv. Søhelt af norsk Herkomst (1502-77)|0543
|Bagge, Selmar, tysk Musiker og Musikforfatter (1823-96)|0543
|Bagge, Svend Henrich Olufsen, dansk Læge og Veterinær (1817-1895)|0543
|Baggenstäket (Baggarstäket, Södrastäket), smalt og grundet Sund i Sthlm's Skærgaard|0543
|Bagger, Carl Christian, dansk Digter (1807-1846)|0543-0544
|Bagger, Frederik, dansk Landmand (1710-91)|0544
|Bagger, Hans, dansk Biskop (1646-1693)|0544
|Baggesen, Frederik Ludvig August Haller, dansk Officer (1795-1865)|0544
|Baggesen, Jens, dansk Digter (1764-1826)|0544-0548
|Baghalpur, d. s. s. Bagalpur|0548
|Baghelkand, d. s. s. Bagalkhand|0548
|Bagheria, By paa Siciliens Nordkyst|0548
|Baghirmi, se Bagirmi|0548
|Baghold|0548
|Bagindien|0548-0552
# plansch: BAGINDIEN OG DE ÖSTINDISKE ÖER
|Bagineraa, se Bergineraa|0552
|Bagirmi (Baghirmi), Landskab i Sudan i Mellemafrika|0552
|Bagkrop, se Abdomen|0552
|Bagladevaaben, se Haandskydevaaben og Skyts|0552
|Baglast, d. s. s. Ballast|0552
|Bagler (ell. beglinger) i Norge Navnet paa et kirkeligpolitisk Parti|0552-0553
|Baglioni, Caval. Giovanni, ital. Kunstforfatter og Maler (c. 1571-1644)|0553
|Baglioni, se Agnolo|0553
|Bagløb, se Dambrug|0553
|Bagmuringssten|0553
